direccion_via_nombre,direccion_numero,contacto_web,direccion_coor_y,direccion_coor_x,direccion_via_tipo,centro_nombre,contacto_email1,telefonos,latitud_CM_x,longitud_CM_x,Renta,id_centro_titularidad,id_centro_titular,id_municipio,id_centro_codigo,id_dat_codigo,id_direccion_codigo_postal,id_comunidad
de Goya,44,http://www.educa.madrid.org/cn.numerouno.colmenardeoreja,4440705.0,466586.0,CALLE,LA COLMENA,cn.numerouno.colmenardeoreja@educa.madrid.org,658011491,40.4165,-3.70256,27.227,1,2,29,6,3,,Comunidad de Madrid
el Jardín de Miraltajo,40,No hay página web,4436108.0,458625.0,CALLE,VEGA ESCUELA ACTIVA (EE.UU),info@vegalaureana.org,670300386,40.4165,-3.70256,27.227,3,1456,29,94,3,,Comunidad de Madrid
Madrid,s/n,http://www.educa.madrid.org/cp.seisdediciembre.colmenarejo,4490088.0,414069.0,CALLE,SEIS DE DICIEMBRE,cp.seisdediciembre.colmenarejo@educa.madrid.org,918589021,40.4165,-3.70256,40.802,1,1,30,14,4,,Comunidad de Madrid
de Villanueva del Pardillo,s/n,http://www.educa.madrid.org/ies.colmenarejo,4490055.0,414244.0,CTRA,GREGORIO PECES-BARBA,ies.colmenarejo@educa.madrid.org,918424540,40.4165,-3.70256,40.802,1,1,30,42,4,,Comunidad de Madrid
de la Nava,s/n,http://www.educa.madrid.org/cp.lasveredas.colmenarejo,4488199.0,413732.0,CMNO,LAS VEREDAS,cp.lasveredas.colmenarejo@educa.madrid.org,918589271,40.4165,-3.70256,40.802,1,1,30,14,4,,Comunidad de Madrid
Madrid,38,http://www.educa.madrid.org/eei.lascasitas.colmenarejo,4490082.0,414187.0,CALLE,LAS CASITAS,eei.lascasitas.colmenarejo@educa.madrid.org,910849058,40.4165,-3.70256,40.802,1,2,30,3,4,,Comunidad de Madrid
Madrid,38,http://www.educa.madrid.org/em.colmenarejo,4490082.0,414187.0,CALLE,COLMENAREJO,em.colmenarejo@educa.madrid.org,918589072-661638939,40.4165,-3.70256,40.802,1,9,30,185,4,,Comunidad de Madrid
de Pablo Iglesias,26,http://www.eipuzzles.com,4490406.0,414341.0,AVDA,PUZZLES,eipuzzles18@gmail.com,683434831-911409902,40.4165,-3.70256,40.802,3,1271,30,8,4,,Comunidad de Madrid
de Santiago Apóstol,9,No hay página web,4490784.0,414384.0,CALLE,PANGEA ESCUELA VIVA (EE.UU),info@escuelapangea.com,918423188-618819338,40.4165,-3.70256,40.802,3,1447,30,94,4,,Comunidad de Madrid
de la Amargura,20,http://www.educa.madrid.org/cp.soledadsainz.colmenarviejo,4501233.0,435429.0,CALLE,SOLEDAD SAINZ,cp.soledadsainz.colmenarviejo@educa.madrid.org,918450878,40.4165,-3.70256,44.384,1,1,31,14,1,,Comunidad de Madrid
de la Libertad,3,http://www.educa.madrid.org/cp.remedios.colmenarviejo,4501531.0,435134.0,AVDA,VIRGEN DE LOS REMEDIOS,cp.remedios.colmenarviejo@educa.madrid.org,918452097-669265515-918459203,40.4165,-3.70256,44.384,1,1,31,14,1,,Comunidad de Madrid
de la Isla del Rey,5,http://www.educa.madrid.org/ies.marquesdesantil.colmenarviejo,4502351.0,434845.0,CALLE,MARQUES DE SANTILLANA,ies.marquesdesantil.colmenarviejo@educa.madrid.org,918452114-918452207,40.4165,-3.70256,44.384,1,1,31,42,1,,Comunidad de Madrid
de la Fuente del Cajón,20,http://www.educa.madrid.org/cp.sanandres.colmenarviejo,4501248.0,434475.0,CALLE,SAN ANDRES,cp.sanandres.colmenarviejo@educa.madrid.org,918453256,40.4165,-3.70256,44.384,1,1,31,14,1,,Comunidad de Madrid
del Olivo,17,http://www.educa.madrid.org/cp.tirsodemolina.colmenarviejo,4501130.0,434796.0,CALLE,TIRSO DE MOLINA,cp.tirsodemolina.colmenarviejo@educa.madrid.org,918452090,40.4165,-3.70256,44.384,1,1,31,14,1,,Comunidad de Madrid
de Andalucía,55,http://www.educa.madrid.org/cp.fuentesanta.colmenarviejo,4502674.0,434069.0,AVDA,FUENTESANTA,cp.fuentesanta.colmenarviejo@educa.madrid.org,918452904,40.4165,-3.70256,44.384,1,1,31,14,1,,Comunidad de Madrid
de Federico García Lorca,1,http://www.educa.madrid.org/cp.garcialorca.colmenarviejo,4501335.0,435712.0,CALLE,FEDERICO GARCIA LORCA,cp.garcialorca.colmenarviejo@educa.madrid.org,918453656,40.4165,-3.70256,44.384,1,1,31,14,1,,Comunidad de Madrid
del Pradillo,3,http://www.educa.madrid.org/ies.angelcorella.colmenarviejo,4500797.0,436419.0,CALLE,ANGEL CORELLA, ies.angelcorella.colmenarviejo@educa.madrid.org,918455650-918455747,40.4165,-3.70256,44.384,1,1,31,42,1,,Comunidad de Madrid
de Eulogio Carrasco,s/n,http://www.educa.madrid.org/cepa.colmenarviejo,4501117.0,435077.0,PLAZA,COLMENAR VIEJO,cepa.colmenarviejo@educa.madrid.org,918458620-918463617,40.4165,-3.70256,44.384,1,1,31,31,1,,Comunidad de Madrid
de Miguel de Cervantes,7,http://www.educa.madrid.org/cp.machado.colmenarviejo,4501688.0,434342.0,CALLE,ANTONIO MACHADO,cp.machado.colmenarviejo@educa.madrid.org,918455004-918484075,40.4165,-3.70256,44.384,1,1,31,14,1,,Comunidad de Madrid
de Mariano Prados,6,http://www.educa.madrid.org/cpee.miguelhernandez.colmenarviejo,4501182.0,435415.0,CALLE,MIGUEL HERNANDEZ,cpee.miguelhernandez.colmenarviejo@educa.madrid.org,918462581,40.4165,-3.70256,44.384,1,1,31,20,1,,Comunidad de Madrid
de las Huertas,68,http://www.educa.madrid.org/ies.rosachacel.colmenarviejo,4500654.0,435281.0,CALLE,ROSA CHACEL,ies.rosachacel.colmenarviejo@educa.madrid.org,918464801,40.4165,-3.70256,44.384,1,1,31,42,1,,Comunidad de Madrid
de Juan Gris,s/n,http://www.educa.madrid.org/eei.losarcos.colmenarviejo,4502630.0,434492.0,CALLE,LOS ARCOS,eei.losarcos.colmenarviejo@educa.madrid.org,918467133,40.4165,-3.70256,44.384,1,1,31,3,1,,Comunidad de Madrid
de Gustavo Adolfo Bécquer,18,http://www.educa.madrid.org/zcn.colmenarviejo,4501353.0,434100.0,CALLE,"NORTE-1, COLMENAR VIEJO",zcn.colmenarviejo@educa.madrid.org,918457671,40.4165,-3.70256,44.384,1,1,31,5,1,,Comunidad de Madrid
de las Moradas,3,http://www.educa.madrid.org/cp.angelleon.colmenarviejo,4502094.0,433914.0,CALLE,ANGEL LEON,cp.angelleon.colmenarviejo@educa.madrid.org,918458083,40.4165,-3.70256,44.384,1,1,31,14,1,,Comunidad de Madrid
de Juan Gris,3,http://www.educa.madrid.org/eei.elalmendro.colmenarviejo,4502660.0,434525.0,CALLE,EL ALMENDRO,eei.elalmendro.colmenarviejo@educa.madrid.org,918473480,40.4165,-3.70256,44.384,1,1,31,3,1,,Comunidad de Madrid
del Orient Express,s/n,http://www.educa.madrid.org/cp.heroesdel2demayo.colmenarviejo,4500487.0,433456.0,CALLE,HEROES DEL 2 DE MAYO,cp.heroesdel2demayo.colmenarviejo@educa.madrid.org,916288889,40.4165,-3.70256,44.384,1,1,31,14,1,,Comunidad de Madrid
de Carlos Aragón Cancela,5,http://www.educa.madrid.org/eoep.colmenarviejo,4500010.0,434228.0,CALLE,EQUIPO GENERAL COLMENAR VIEJO,eoep.colmenarviejo@educa.madrid.org,918457789,40.4165,-3.70256,44.384,1,1,31,206,1,,Comunidad de Madrid
de Mariano Prados,8,http://www.educa.madrid.org/eei.losenebros.colmenarviejo,4501164.0,435483.0,CALLE,LOS ENEBROS,eei.losenebros.colmenarviejo@educa.madrid.org,918454861,40.4165,-3.70256,44.384,1,2,31,3,1,,Comunidad de Madrid
de Gustavo Adolfo Bécquer,18,http://www.educa.madrid.org/cn.colmenarviejo,4501353.0,434100.0,CALLE,COLMENAR VIEJO,cn.colmenarviejo@educa.madrid.org,918457671,40.4165,-3.70256,44.384,1,2,31,6,1,,Comunidad de Madrid
de Andalucía,55,http://www.educa.madrid.org/em.colmenarviejo,4502674.0,434069.0,AVDA,COLMENAR VIEJO (ESC. MUN. MUSICA),em.colmenarviejo@educa.madrid.org,918450053-687469626,40.4165,-3.70256,44.384,1,2,31,185,1,,Comunidad de Madrid
de los Tintes,44,http://www.educa.madrid.org/eei.lospuertos.colmenarviejo,4500720.0,434917.0,CALLE,LOS PUERTOS,eei.lospuertos.colmenarviejo@educa.madrid.org,918456974,40.4165,-3.70256,44.384,1,2,31,3,1,,Comunidad de Madrid
GUADALIX,"3,8",http://www.educa.madrid.org/eei.coronelmate.colmenarviejo,4505777.0,435523.0,CTRA,CABO IDOIA RODRIGUEZ BUJAN,eei.coronelmate.colmenarviejo@educa.madrid.org,918465510,40.4165,-3.70256,44.384,4,3,31,3,1,,Comunidad de Madrid
de Zurbarán,7,http://www.educa.madrid.org/cc.zurbaran.colmenarviejo,4502543.0,434712.0,CALLE,ZURBARAN,cc.zurbaran.colmenarviejo@educa.madrid.org,918450912,40.4165,-3.70256,44.384,2,301,31,72,1,,Comunidad de Madrid
de los Ganaderos,1,http://www.efavaldemilanos.org,4501460.0,435581.0,CALLE,EFA VALDEMILANOS,cc.efavaldemilanos.colmenarviejo@educa.madrid.org,918458337,40.4165,-3.70256,44.384,2,352,31,58,1,,Comunidad de Madrid
del Doctor Torres Feced,2,http://www.educa.madrid.org/cc.penalvento.colmenarviejo,4500004.0,434523.0,CALLE,COLEGIO PEÑALVENTO,cc.penalvento.colmenarviejo@educa.madrid.org,918473327,40.4165,-3.70256,44.384,2,409,31,72,1,,Comunidad de Madrid
del Prado de las Primaveras,7,No hay página web,4502011.0,435495.0,CALLE,GARABATOS,garabatoscolmenar@eigarabatos.com,918469039-637763554,40.4165,-3.70256,44.384,3,719,31,8,1,,Comunidad de Madrid
del Río Genil,4,http://WWW.INFANTILARCOIRIS.COM,4501399.0,434620.0,CALLE,ARCO IRIS INFANTIL,escuelainfantilarcoirisinfantil@hotmail.com,918463903-607481215,40.4165,-3.70256,44.384,3,734,31,8,1,,Comunidad de Madrid
del Puente del Grajal,1,http://www.lacasitaverde.net,4502806.0,434092.0,CALLE,LA CASITA VERDE,lacasitaverde@gmail.com,633235349-634313599-696882713,40.4165,-3.70256,44.384,3,793,31,8,1,,Comunidad de Madrid
de las Orquídeas,29,No hay página web,4500615.0,433899.0,AVDA,LUNA LUNERA,lunalunera.eicolmenar@gmail.com,722800016,40.4165,-3.70256,44.384,3,1044,31,8,1,,Comunidad de Madrid
de San Juan de la Cruz,38,No hay página web,4501977.0,434166.0,CALLE,LAS CUATRO ESTACIONES,info@lascuatroestaciones.edu.es,648268162,40.4165,-3.70256,44.384,3,1093,31,8,1,,Comunidad de Madrid
de Salvadiós,36,www.escuelaspececitos.com,4502060.0,434081.0,CALLE,PECECITOS SANTA TERESA,admision@escuelaspececitos.com,918457359-649948012,40.4165,-3.70256,44.384,3,1105,31,8,1,,Comunidad de Madrid
de los Andes,16,No hay página web,4501251.0,434578.0,AVDA,CHULIN,juanachulin@hotmail.es,627634335,40.4165,-3.70256,44.384,3,1277,31,8,1,,Comunidad de Madrid
TILOS,29,http://escuelainfantilcolmenarviejo.com/,4500581.0,433817.0,CALLE,COLORINES,colorines.eufin@gmail.com,638564938-918619124,40.4165,-3.70256,44.384,3,1348,31,8,1,,Comunidad de Madrid
de Juan Pablo II,13,No hay página web,4499646.0,433451.0,AVDA,ACADEF FP COLMENAR,No hay página web,,40.4165,-3.70256,44.384,3,1402,31,58,1,,Comunidad de Madrid
de Narros del Castillo,4,No hay página web,4501835.0,434288.0,CALLE,MONTESSORI VILLAGE,colmenar@montessorivillage.es,659627546,40.4165,-3.70256,44.384,3,1608,31,8,1,,Comunidad de Madrid
de Goya,5,http://www.educa.madrid.org/cp.delapaz.colladomediano,4505384.0,412816.0,CALLE,VIRGEN DE LA PAZ,cp.delapaz.colladomediano@educa.madrid.org,918557007-918557007,40.4165,-3.70256,40.876,1,1,32,14,4,,Comunidad de Madrid
de la Dehesa,s/n,http://www.educa.madrid.org/cepa.sierradeguadarrama.colladomediano,4504895.0,411997.0,CALLE,SIERRA DE GUADARRAMA,cepa.sierradeguadarrama.colladomediano@educa.madrid.org,918542076-606003448,40.4165,-3.70256,40.876,1,1,32,31,4,,Comunidad de Madrid
de la Dehesa,s/n,http://www.educa.madrid.org/ies.gonzaloanes.colladomediano,4504888.0,411960.0,CALLE,GONZALO ANES,ies.gonzaloanes.colladomediano@educa.madrid.org,918557965,40.4165,-3.70256,40.876,1,1,32,42,4,,Comunidad de Madrid
de Goya,5,http://www.educa.madrid.org/em.colladomediano,4505384.0,412816.0,CALLE,COLLADO MEDIANO,em.colladomediano@educa.madrid.org,918554392,40.4165,-3.70256,40.876,1,2,32,185,4,,Comunidad de Madrid
de Madrid,23,http://www.educa.madrid.org/cn.colladomediano,4505423.0,413777.0,AVDA,COLLADO MEDIANO,cn.colladomediano@educa.madrid.org,918554142,40.4165,-3.70256,40.876,1,2,32,6,4,,Comunidad de Madrid
el Almiar,35,http://www.educa.madrid.org/cp.canadareal.colladovillalba,4498946.0,414458.0,CALLE,CAÑADA REAL,cp.canadareal.colladovillalba@educa.madrid.org,918500060,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
Ruiz de Alarcón,8,http://www.educa.madrid.org/cp.delibes.colladovillalba,4497766.0,415183.0,CALLE,MIGUEL DELIBES,cp.delibes.colladovillalba@educa.madrid.org,918501823-918490953,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
Matalpino,22,http://www.educa.madrid.org/ies.jaimeferran.colladovillalba,4499081.0,415198.0,CALLE,JAIME FERRAN,ies.jaimeferran.colladovillalba@educa.madrid.org,918501571,40.4165,-3.70256,35.353,1,1,33,42,4,,Comunidad de Madrid
de La Granja,4,No hay página web,4498820.0,415202.0,CTRA,DIRECCION AREA TERRITORIAL MADRID-OESTE,dat.oeste@educa.madrid.org,918562500,40.4165,-3.70256,35.353,1,1,33,300,4,,Comunidad de Madrid
M-619 (Alpedrete),1,http://www.educa.madrid.org/cp.vazquezdiaz.colladovillalba,4500190.0,415706.0,CTRA,DANIEL VAZQUEZ DIAZ,cp.vazquezdiaz.colladovillalba@educa.madrid.org,918506138,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
Isla de Sálvora,155,http://www.educa.madrid.org/cp.marianobenlliure.colladovillalba,4497293.0,413859.0,CALLE,MARIANO BENLLIURE,cp.marianobenlliure.colladovillalba@educa.madrid.org,918506456-918504001,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
Santa Teresa de Jesús,12,http://www.educa.madrid.org/cp.rosachacel.colladovillalba,4498363.0,414153.0,CALLE,ROSA CHACEL,cp.rosachacel.colladovillalba@educa.madrid.org,918501790-637457940,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
Dehesa Boyal,s/n,http://www.educa.madrid.org/cpee.penalara.colladovillalba,4499161.0,415416.0,CALLE,PEÑALARA,cpee.penalara.colladovillalba@educa.madrid.org,918511641-918515953,40.4165,-3.70256,35.353,1,1,33,20,4,,Comunidad de Madrid
Peñalara,2,http://www.educa.madrid.org/ies.lascanteras.colladovillalba,4499222.0,415452.0,CALLE,LAS CANTERAS,ies.lascanteras.colladovillalba@educa.madrid.org,918513438-918513498,40.4165,-3.70256,35.353,1,1,33,42,4,,Comunidad de Madrid
Ignacio González,15,http://www.educa.madrid.org/cp.machado.colladovillalba,4497883.0,414519.0,CALLE,ANTONIO MACHADO,cp.machado.colladovillalba@educa.madrid.org,918513622-918490423,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
las Suertes,s/n,http://www.educa.madrid.org/ies.mariaguerrero.colladovillalba,4497533.0,415056.0,AVDA,MARIA GUERRERO,ies.mariaguerrero.colladovillalba@educa.madrid.org,918508395-918508147,40.4165,-3.70256,35.353,1,1,33,42,4,,Comunidad de Madrid
Ruiz de Alarcón,1,http://www.educa.madrid.org/cp.cervantes.colladovillalba,4497484.0,414896.0,CALLE,MIGUEL DE CERVANTES,cp.cervantes.colladovillalba@educa.madrid.org,918516533,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
Ruiz de Alarcón,2,http://www.educa.madrid.org/eoi.colladovillalba.colladovillalba,4497461.0,414982.0,CALLE,E.O.I. DE COLLADO VILLALBA,eoi.colladovillalba.colladovillalba@educa.madrid.org,918513744,40.4165,-3.70256,35.353,1,1,33,80,4,,Comunidad de Madrid
Doctor José María Poveda,6,http://www.educa.madrid.org/cp.elenebral.colladovillalba,4499659.0,416518.0,CALLE,EL ENEBRAL,cp.elenebral.colladovillalba@educa.madrid.org,918507126,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
Isla de Sálvora,153,http://www.educa.madrid.org/ies.lazarocardenas.colladovillalba,4497184.0,413860.0,CALLE,LAZARO CARDENAS,ies.lazarocardenas.colladovillalba@educa.madrid.org,918514581,40.4165,-3.70256,35.353,1,1,33,42,4,,Comunidad de Madrid
Los Almendros,1,http://www.educa.madrid.org/cp.tiernogalvan.colladovillalba,4497668.0,415507.0,CALLE,PROFESOR DON ENRIQUE TIERNO GALVAN,cp.tiernogalvan.colladovillalba@educa.madrid.org,918490808,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
Asturias,3,http://www.educa.madrid.org/cepa.colladovillalba,4498048.0,414740.0,CALLE,EL PONTON,cepa.colladovillalba@educa.madrid.org,918517749,40.4165,-3.70256,35.353,1,1,33,31,4,,Comunidad de Madrid
Fuente del Álamo,10,http://www.educa.madrid.org/eei.cuentacuentos.colladovillalba,4499714.0,415918.0,CALLE,CUENTACUENTOS,eei.cuentacuentos.colladovillalba@educa.madrid.org,918510929,40.4165,-3.70256,35.353,1,1,33,3,4,,Comunidad de Madrid
de la Fonda,s/n,http://www.educa.madrid.org/cp.cantosaltos.colladovillalba,4498632.0,415549.0,CMNO,CANTOS ALTOS,cp.cantosaltos.colladovillalba@educa.madrid.org,918499966-653631161,40.4165,-3.70256,35.353,1,1,33,14,4,,Comunidad de Madrid
Isla de Sálvora,155,http://www.educa.madrid.org/eoep.colladovillalba,4497293.0,413859.0,CALLE,EQUIPO GENERAL COLLADO VILLALBA,eoep.colladovillalba@educa.madrid.org,918492789,40.4165,-3.70256,35.353,1,1,33,206,4,,Comunidad de Madrid
Gabriel García Márquez,10,http://innovacionyformacion.educa.madrid.org/CTIF-Oeste,4497485.0,414180.0,CALLE,MADRID-OESTE,ctif.madridoeste@educa.madrid.org,,40.4165,-3.70256,35.353,1,1,33,412,4,,Comunidad de Madrid
Real,68,http://www.educa.madrid.org/em.colladovillalba,4498490.0,415184.0,CALLE,COLLADO VILLALBA,em.colladovillalba@educa.madrid.org,918512898-918512988,40.4165,-3.70256,35.353,1,2,33,185,4,,Comunidad de Madrid
Almendros,s/n,http://www.educa.madrid.org/cn.elhadatragamanzanas.colladovillalba,4497642.0,415462.0,CALLE,EL HADA TRAGA MANZANAS,cn.elhadatragamanzanas.colladovillalba@educa.madrid.org,918493174,40.4165,-3.70256,35.353,1,2,33,6,4,,Comunidad de Madrid
Amapolas,s/n,http://www.educa.madrid.org/eei.calimero.colladovillalba,4499106.0,414651.0,CALLE,CALIMERO,eei.calimero.colladovillalba@educa.madrid.org,674334740-911034155,40.4165,-3.70256,35.353,1,2,33,3,4,,Comunidad de Madrid
Amapolas,s/n,No hay página web,4499106.0,414651.0,CALLE,EL CALIMERO (PROGRAMA CASA DE NIÑOS),No hay página web,674334740-674334740,40.4165,-3.70256,35.353,1,2,33,6,4,,Comunidad de Madrid
los Madroños,7,http://www.educa.madrid.org/eei.lavacaflora.colladovillalba,4497686.0,415370.0,CALLE,LA VACA FLORA ,eei.lavacaflora.colladovillalba@educa.madrid.org,659179016,40.4165,-3.70256,35.353,1,9,33,3,4,,Comunidad de Madrid
Morales Antuñano,7,http://www.educa.madrid.org/cc.trinidad.colladovillalba,4497956.0,414652.0,CALLE,SANTISIMA TRINIDAD,cc.trinidad.colladovillalba@educa.madrid.org,918500220,40.4165,-3.70256,35.353,2,41,33,72,4,,Comunidad de Madrid
Moralzarzal,10,http://www.educa.madrid.org/cc.virgendelaalmudena.colladovillalba,4499209.0,415723.0,CTRA,VIRGEN DE LA ALMUDENA,cc.virgendelaalmudena.colladovillalba@educa.madrid.org,918500061-918502144,40.4165,-3.70256,35.353,2,42,33,72,4,,Comunidad de Madrid
Moralzarzal,6,http://www.villalba.maristasiberica.es/,4499128.0,415648.0,CTRA,SANTA MARIA,cc.santamaria.colladovillalba@educa.madrid.org,918500163,40.4165,-3.70256,35.353,2,228,33,72,4,,Comunidad de Madrid
Belmas,2,www.britishmontessoris.es,4499219.0,416000.0,PASEO,MONTESSORI SCHOOL EL ENEBRAL (BRITANICO),enebral@monessorischool.es,918579303-918579300,40.4165,-3.70256,35.353,3,627,33,94,4,,Comunidad de Madrid
Caño Viejo,48,No hay página web,4499308.0,416185.0,CALLE,NUBES,carmen.amores@yahoo.es,918506095,40.4165,-3.70256,35.353,3,644,33,8,4,,Comunidad de Madrid
Marcelo Martín Bravo,3,www.escuelainfantilohana.com,4497703.0,414525.0,CALLE,OHANA,escuelainfantilohana.villalba@gmail.com,615584983-673139486,40.4165,-3.70256,35.353,3,669,33,8,4,,Comunidad de Madrid
Cercedilla,10,No hay página web,4498561.0,414711.0,CALLE,BAMBI,isabelprieto19@hotmail.com,918510481,40.4165,-3.70256,35.353,3,671,33,8,4,,Comunidad de Madrid
Cañada Real,20,No hay página web,4498529.0,414056.0,CALLE,LA CASITA DE ALEJANDRA,etemino1@gmail.com,620445468,40.4165,-3.70256,35.353,3,715,33,8,4,,Comunidad de Madrid
Cordel de Valladolid,3,No hay página web,4498790.0,414044.0,CALLE,ARCO IRIS,arcoiris.infantil@yahoo.es,918512266-628877162,40.4165,-3.70256,35.353,3,827,33,4,4,,Comunidad de Madrid
Puerto de Navacerrada,5,http://www.babyland.es,4498153.0,413549.0,CALLE,EL MUNDO DE LOS NIÑOS,babyland@babyland.es,625084961-918515784,40.4165,-3.70256,35.353,3,951,33,8,4,,Comunidad de Madrid
los Nardos,2,http://www.pippiu.com,4496720.0,414572.0,CALLE,PIPPIU,eipippiu@hotmail.com,918490393-638784167,40.4165,-3.70256,35.353,3,987,33,8,4,,Comunidad de Madrid
Sierra Aitana,1,No hay página web,4498841.0,415154.0,CALLE,TOPITOS,cristinafdezs@hotmail.com,656989361,40.4165,-3.70256,35.353,3,1021,33,8,4,,Comunidad de Madrid
Ventas del Escorial,8,No hay página web,4498401.0,413806.0,CMNO,PEQUEGUAY,pequeguay.villalba@gmail.com,918515939-656663299,40.4165,-3.70256,35.353,3,1147,33,8,4,,Comunidad de Madrid
Belmas,5,No hay página web,4499231.0,416199.0,PASEO,ENEBRAL,enebral@monessorischool.es,918579303-918579300,40.4165,-3.70256,35.353,3,1190,33,8,4,,Comunidad de Madrid
Belmas,5,www.monteverdi.cam,4499231.0,416199.0,PASEO,MONTEVERDI,eofmonteveri@gmail.com,918579303,40.4165,-3.70256,35.353,3,1190,33,138,4,,Comunidad de Madrid
Galapagar,23,Escuela-infantil-burbujas-nursery-school.negocio.site,4497206.0,414926.0,CTRA,BURBUJAS,burbujasescuelainfantil@gmail.com,628069545,40.4165,-3.70256,35.353,3,1329,33,8,4,,Comunidad de Madrid
"Coruña, km. 38,500",,No hay página web,4497787.0,415984.0,CTRA,F.P. UDIMA,No hay página web,,40.4165,-3.70256,35.353,3,1371,33,58,4,,Comunidad de Madrid
de la Iglesia,13,http://www.educa.madrid.org/cp.sanpablo.coslada,4475359.0,451771.0,CALLE,SAN PABLO,cp.sanpablo.coslada@educa.madrid.org,916711196,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
de San Pablo,29,http://www.educa.madrid.org/cp.sanesteban.coslada,4476625.0,454897.0,AVDA,SAN ESTEBAN,cp.sanesteban.coslada@educa.madrid.org,916731330,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
de José Gárate,s/n,http://www.educa.madrid.org/ies.miguelcatalan.coslada,4475869.0,454090.0,AVDA,MIGUEL CATALAN,ies.miguelcatalan.coslada@educa.madrid.org,916727142,40.4165,-3.70256,36.592,1,1,34,42,3,,Comunidad de Madrid
Argentina,2,http://www.educa.madrid.org/cp.torresquevedo.coslada,4475440.0,453556.0,CALLE,TORRES QUEVEDO,cp.torresquevedo.coslada@educa.madrid.org,916717298,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
de España,115,http://www.educa.madrid.org/ies.mariamoliner.coslada,4474809.0,453407.0,AVDA,MARIA MOLINER,ies.mariamoliner.coslada@educa.madrid.org,916710784,40.4165,-3.70256,36.592,1,1,34,42,3,,Comunidad de Madrid
de España,s/n,http://www.educa.madrid.org/cp.gonzalodeberceo.coslada,4474697.0,452095.0,AVDA,GONZALO DE BERCEO,cp.gonzalodeberceo.coslada@educa.madrid.org,916725616-618085517,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
de España,144,http://www.educa.madrid.org/cp.menendezpidal.coslada,4474747.0,453373.0,AVDA,MENENDEZ PIDAL,cp.menendezpidal.coslada@educa.madrid.org,916725622-916730818,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
de León Felipe,1,http://www.educa.madrid.org/cp.seneca.coslada,4474930.0,452548.0,CALLE,SENECA,cp.seneca.coslada@educa.madrid.org,916731561,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
de Berlín,2,http://www.educa.madrid.org/cp.villalar.coslada,4474601.0,454276.0,AVDA,VILLALAR,cp.villalar.coslada@educa.madrid.org,916731573,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
Chile,132,http://www.educa.madrid.org/cp.neruda.coslada,4474897.0,453346.0,CALLE,PABLO NERUDA,cp.neruda.coslada@educa.madrid.org,916734552,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
Méjico,18,http://www.educa.madrid.org/cp.rosaliadecastro.coslada,4475309.0,453831.0,CALLE,ROSALIA DE CASTRO,cp.rosaliadecastro.coslada@educa.madrid.org,916734078,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
de la Virgen de la Cabeza,s/n,http://www.educa.madrid.org/cp.blasdeotero.coslada,4475552.0,452166.0,CALLE,BLAS DE OTERO,cp.blasdeotero.coslada@educa.madrid.org,916736620,40.4165,-3.70256,36.592,1,1,34,14,3,,Comunidad de Madrid
de España,s/n,http://www.educa.madrid.org/cpee.guadarrama.coslada,4474842.0,451606.0,AVDA,GUADARRAMA,cpee.guadarrama.coslada@educa.madrid.org,916712793,40.4165,-3.70256,36.592,1,1,34,20,3,,Comunidad de Madrid
de la Virgen de la Cabeza,29,http://www.educa.madrid.org/ies.alberti.coslada,4475633.0,452101.0,CALLE,RAFAEL ALBERTI,ies.alberti.coslada@educa.madrid.org,916691944-916692040,40.4165,-3.70256,36.592,1,1,34,42,3,,Comunidad de Madrid
de la Cañada,44,http://www.educa.madrid.org/cepa.coslada,4475766.0,454342.0,AVDA,COSLADA,cepa.coslada@educa.madrid.org,916726226,40.4165,-3.70256,36.592,1,1,34,31,3,,Comunidad de Madrid
del Júcar,1,http://www.educa.madrid.org/ies.antoniogaudi.coslada,4474904.0,454300.0,CALLE,ANTONIO GAUDI,ies.antoniogaudi.coslada@educa.madrid.org,916733314,40.4165,-3.70256,36.592,1,1,34,42,3,,Comunidad de Madrid
