direccion_via_nombre,contacto_telefono2,contacto_telefono3,direccion_numero,contacto_telefono1,contacto_web,contacto_fax,direccion_coor_y,direccion_coor_x,direccion_via_tipo,centro_nombre,contacto_telefono4,contacto_email1,id_centro_titularidad,id_centro_titular,id_municipio,id_centro_codigo,id_dat_codigo,id_direccion_codigo_postal
Siega,,,4,918583050,http://www.educa.madrid.org/eei.manantial.galapagar,918583050,4493146.0,415469.0,CALLE,MANANTIAL,,eei.manantial.galapagar@educa.madrid.org,1,2,43,3,4,
de Murillo,,,1,918585012,http://www.educa.madrid.org/eei.donpimpon.galapagar,,4494364.0,416676.0,CALLE,DON PIMPON,,eei.donpimpon.galapagar@educa.madrid.org,1,2,43,3,4,
de Murillo,,,1,918585012,,,4494364.0,416676.0,CALLE,DON PIMPON (PROGRAMA CASA DE NIÑOS),,,1,2,43,6,4,
Piamonte,,,19,902010911,http://www.colegioparque.com,918593852,4494324.0,418946.0,CALLE,PARQUE,,cc.parque.galapagar@educa.madrid.org,2,286,43,72,4,
de Escorial,918585691,,s/n,918585558,www.hsmcj.org,918586256,4491612.0,415936.0,CTRA,VERACRUZ,,veracruz-es@hsmcj.org,3,619,43,72,4,
Fuente de las Colmenas,,,12,918586364,http://www.colegiogondomar.com,,4491677.0,415325.0,CALLE,GONDOMAR,,secretariagondomar@gmail.com,3,637,43,72,4,
Dehesillas,649589597,649589577,4,911644410,,,4492084.0,414396.0,CALLE,CASCARON,,escuelainfantilcascaron@hotmail.com,3,643,43,8,4,
Colmenarejo,,,73,918587781,www.lashadas.es,,4491815.0,414682.0,CALLE,LAS HADAS,,escuelainfantil@lashadas.es,3,689,43,8,4,
del Cercado del Arroyo,696177192,,3,,,,4493254.0,415357.0,CALLE,BABYSTAR,,sgarridodelafuente@hotmail.com,3,1020,43,8,4,
Cuatro Matejas,918423388,,18,,http://www.escuelaartaban.es,,4493021.0,418458.0,CALLE,ESCUELA ARTABAN,,,3,1228,43,13,4,
Cuatro Matejas,918423388,,18,,,,4493021.0,418458.0,CALLE,ESCUELA ARTABAN,,,3,1228,43,21,4,
Buenavista,691674753,,26,916952103,http://www.educa.madrid.org/cp.laalhondiga.getafe,916010676,4462080.0,437305.0,CALLE,LA ALHONDIGA,,cp.laalhondiga.getafe@educa.madrid.org,1,1,44,14,2,
Titulcia,,,24,916017961,http://www.educa.madrid.org/cp.ortizechague.getafe,916955453,4462697.0,438495.0,CALLE,ORTIZ ECHAGÜE,,cp.ortizechague.getafe@educa.madrid.org,1,1,44,14,2,
de las Ciudades,,,19,916953023,http://www.educa.madrid.org/cp.santamargarita.getafe,916963453,4463387.0,438691.0,AVDA,SANTA MARGARITA MARIA ALACOQUE,,cp.santamargarita.getafe@educa.madrid.org,1,1,44,14,2,
Guadalajara,,,2,916953007,http://www.educa.madrid.org/cp.sagradocorazon.getafe,916963091,4461979.0,437744.0,CALLE,SAGRADO CORAZON,,cp.sagradocorazon.getafe@educa.madrid.org,1,1,44,14,2,
Toledo,916950279,,45,916951024,http://www.educa.madrid.org/ies.puigadam.getafe,916969962,4461038.0,437479.0,CALLE,MATEMATICO PUIG ADAM,,ies.puigadam.getafe@educa.madrid.org,1,1,44,42,2,
Alemania,,,1,916968315,http://www.educa.madrid.org/cp.sesena.getafe,916843437,4464297.0,437323.0,CALLE,SESEÑA Y BENAVENTE,,cp.sesena.getafe@educa.madrid.org,1,1,44,14,2,
Toledo,,,44,916814203,http://www.educa.madrid.org/ies.alarnes.getafe,916836863,4461314.0,437552.0,CALLE,ALARNES,,ies.alarnes.getafe@educa.madrid.org,1,1,44,42,2,
Núñez de Balboa,,,10,916825502,http://www.educa.madrid.org/cp.sanjosedecalasanz.getafe,916016786,4462499.0,437921.0,CALLE,SAN JOSE DE CALASANZ,,cp.sanjosedecalasanz.getafe@educa.madrid.org,1,1,44,14,2,
de las Ciudades,,,21,916952018,http://www.educa.madrid.org/cp.ciudaddemadrid.getafe,916829328,4463275.0,438657.0,AVDA,CIUDAD DE MADRID,,cp.ciudaddemadrid.getafe@educa.madrid.org,1,1,44,14,2,
Buenavista,639485287,,25,916960122,http://www.educa.madrid.org/cp.ciudaddegetafe.getafe,916960122,4461933.0,437312.0,CALLE,CIUDAD DE GETAFE,,cp.ciudaddegetafe.getafe@educa.madrid.org,1,1,44,14,2,
de los Ángeles,916837107,,26,916950006,http://www.educa.madrid.org/cp.severoochoa.getafe,916950006,4462336.0,438972.0,AVDA,DOCTOR SEVERO OCHOA,,cp.severoochoa.getafe@educa.madrid.org,1,1,44,14,2,
Guadalajara,916835990,,3,916959798,http://www.educa.madrid.org/cepa.getafe,916960340,4461960.0,437768.0,CALLE,CASA DE LA CULTURA,,cepa.getafe@educa.madrid.org,1,1,44,31,2,
de las Fuerzas Armadas,,,4,916817989,http://www.educa.madrid.org/cp.fernandodelosrios.getafe,916839815,4461299.0,437804.0,AVDA,FERNANDO DE LOS RIOS,,cp.fernandodelosrios.getafe@educa.madrid.org,1,1,44,14,2,
de los Reyes Católicos,,,35,916823110,http://www.educa.madrid.org/cp.miguelhernandez.getafe,916843312,4461158.0,437366.0,AVDA,MIGUEL HERNANDEZ,,cp.miguelhernandez.getafe@educa.madrid.org,1,1,44,14,2,
de las Ciudades,,,33,916824060,http://www.educa.madrid.org/cp.marianapineda.getafe,916955376,4462775.0,439353.0,AVDA,MARIANA PINEDA,,cp.marianapineda.getafe@educa.madrid.org,1,1,44,14,2,
de las Ciudades,,,35,916019480,http://www.educa.madrid.org/cp.concepcionarenal.getafe,916824058,4462722.0,439466.0,AVDA,CONCEPCION ARENAL,,cp.concepcionarenal.getafe@educa.madrid.org,1,1,44,14,2,
de España,,,66,916826361,http://www.educa.madrid.org/cp.garciamarquez.getafe,,4463105.0,439035.0,AVDA,GABRIEL GARCIA MARQUEZ,,cp.garciamarquez.getafe@educa.madrid.org,1,1,44,14,2,
Zaragoza,916956725,,15,916817988,http://www.educa.madrid.org/cp.jorgeguillen.getafe,916817988,4462590.0,439327.0,CALLE,JORGE GUILLEN,,cp.jorgeguillen.getafe@educa.madrid.org,1,1,44,14,2,
de Juan Carlos I,,,7,916652218,http://www.educa.madrid.org/cp.cortazar.getafe,916965962,4460344.0,436073.0,AVDA,JULIO CORTAZAR,,cp.cortazar.getafe@educa.madrid.org,1,1,44,14,2,
del Camuerzo,,,4,916961510,http://www.educa.madrid.org/cp.rosaliadecastro.getafe,916961510,4461483.0,436861.0,VREDA,ROSALIA DE CASTRO,,cp.rosaliadecastro.getafe@educa.madrid.org,1,1,44,14,2,
de las Arcas del Agua,,,9,916830792,http://www.educa.madrid.org/cp.nunezdearenas.getafe,916814904,4460352.0,436519.0,AVDA,MANUEL NUÑEZ DE ARENAS,,cp.nunezdearenas.getafe@educa.madrid.org,1,1,44,14,2,
Campos de Castilla,,,4,916847034,http://www.educa.madrid.org/cp.julianbesteiro.getafe,916096652,4463906.0,444052.0,CALLE,JULIAN BESTEIRO,,cp.julianbesteiro.getafe@educa.madrid.org,1,1,44,14,2,
de Juan Carlos I,,,26,916827190,http://www.educa.madrid.org/cp.tiernogalvan.getafe,916011566,4459884.0,436330.0,AVDA,ENRIQUE TIERNO GALVAN,,cp.tiernogalvan.getafe@educa.madrid.org,1,1,44,14,2,
Vascongadas,,,s/n,916832026,http://www.educa.madrid.org/ies.lagunadejoatzel.getafe,916830013,4462569.0,439505.0,AVDA,LAGUNA DE JOATZEL,,ies.lagunadejoatzel.getafe@educa.madrid.org,1,1,44,42,2,
de Juan Carlos I,,,9,916821213,http://www.educa.madrid.org/ies.josehierro.getafe,916810373,4460299.0,436112.0,AVDA,JOSÉ HIERRO,,ies.josehierro.getafe@educa.madrid.org,1,1,44,42,2,
de las Fuerzas Armadas,,,s/n,916818080,http://www.educa2.madrid.org/web/iesleonfelipe,916839657,4461273.0,437734.0,AVDA,LEON FELIPE,,ies.leonfelipe.getafe@educa.madrid.org,1,1,44,42,2,
de Getafe-Leganés,,,s/n,916831621,http://www.educa.madrid.org/ies.altair.getafe,,4463015.0,437002.0,CTRA,ALTAIR,,ies.altair.getafe@educa.madrid.org,1,1,44,42,2,
de las Ciudades,916830660,,104,916830601,http://www.educa.madrid.org/ies.satafi.getafe,916817173,4462658.0,439484.0,AVDA,SATAFI,,ies.satafi.getafe@educa.madrid.org,1,1,44,42,2,
de los Arquitectos,,,39,916835621,http://www.educa.madrid.org/ies.antoniolopezgarcia.getafe,916835580,4463982.0,438373.0,CALLE,ANTONIO LOPEZ GARCÍA,,ies.antoniolopezgarcia.getafe@educa.madrid.org,1,1,44,42,2,
de Getafe-Leganés,916833801,,s/n,916834866,http://www.educa.madrid.org/ies.icaro.getafe,916833801,4463089.0,436940.0,CTRA,ICARO,,ies.icaro.getafe@educa.madrid.org,1,1,44,42,2,
del Hospital de San José,,,22,916834820,http://www.educa.madrid.org/eoi.getafe.getafe,916951045,4461943.0,438057.0,CALLE,E.O.I. DE GETAFE,,eoi.getafe.getafe@educa.madrid.org,1,1,44,80,2,
Saeta,,,s/n,916847958,http://www.educa.madrid.org/ies.ignacioaldecoa.getafe,916847831,4464074.0,444148.0,CALLE,IGNACIO ALDECOA,,ies.ignacioaldecoa.getafe@educa.madrid.org,1,1,44,42,2,
de los Arquitectos,606057683,,35,916823802,http://www.educa.madrid.org/eei.cascanueces.getafe,,4463766.0,438326.0,CALLE,CASCANUECES,,eei.cascanueces.getafe@educa.madrid.org,1,1,44,3,2,
Campos de Castilla,689124202,,s/n,916848752,http://www.educa.madrid.org/eei.laluna.getafe,916848752,4463891.0,443932.0,CALLE,LA LUNA,,eei.laluna.getafe@educa.madrid.org,1,1,44,3,2,
Emilia Pardo Bazán,,,s/n,916969593,http://www.educa.madrid.org/eei.cancionero.getafe,,4464061.0,438412.0,CALLE,CANCIONERO,,eei.cancionero.getafe@educa.madrid.org,1,1,44,3,2,
de las Arcas del Agua,,,1,916017113,http://www.educa.madrid.org/cpm.getafe,916016547,4460833.0,436764.0,AVDA,CONSERVATORIO PROFESIONAL DE MUSICA DE GETAFE,,cpm.getafe@educa.madrid.org,1,1,44,131,2,
de los Arces,,,s/n,916963512,http://www.educa.madrid.org/cp.gloriafuertes.getafe,916835054,4463569.0,438982.0,AVDA,GLORIA  FUERTES,,cp.gloriafuertes.getafe@educa.madrid.org,1,1,44,14,2,
de Toledo,,,"12,50",916839360,http://www.educa.madrid.org/ah.hugetafe.getafe,9168332742,4462721.0,437018.0,CTRA,AULA HOSPITALARIA HOSP. UNIV. DE GETAFE,,ah.hugetafe.getafe@educa.madrid.org,1,1,44,36,2,
de las Fuerzas Armadas,659427728,,6,916821924,http://www.educa.madrid.org/cp.franciscodequevedo.getafe,916810669,4461318.0,437868.0,AVDA,FRANCISCO DE QUEVEDO,,cp.franciscodequevedo.getafe@educa.madrid.org,1,1,44,14,2,
de España,916950956,,66,916825253,http://www.educa.madrid.org/zcn.getafe,916834819,4463105.0,439035.0,AVDA,"SUR-11, GETAFE",,zcn.getafe@educa.madrid.org,1,1,44,5,2,
Rosa Chacel,,,4,916962303,http://www.educa.madrid.org/cp.anamariamatute.getafe,916825616,4464310.0,438792.0,AVDA,ANA MARIA MATUTE,,cp.anamariamatute.getafe@educa.madrid.org,1,1,44,14,2,
Toledo,628170103,,54,916950164,http://www.educa.madrid.org/eei.casiopea.getafe,916950164,4461171.0,437485.0,CALLE,CASIOPEA,,eei.casiopea.getafe@educa.madrid.org,1,1,44,3,2,
Mezquita,,,36,916843528,http://www.educa.madrid.org/eei.arte.getafe,,4463217.0,439464.0,CALLE,ARTE,,eei.arte.getafe@educa.madrid.org,1,1,44,3,2,
Torroja,,,11,647520796,http://www.educa.madrid.org/eei.martamata.getafe,,4463196.0,437588.0,CALLE,MARTA MATA,,eei.martamata.getafe@educa.madrid.org,1,1,44,3,2,
Salvador Allende,,,10,914914339,http://www.educa.madrid.org/cp.vicenteferrer.getafe,914914602,4463612.0,437286.0,AVDA,VICENTE FERRER,,cp.vicenteferrer.getafe@educa.madrid.org,1,1,44,14,2,
de José Echegaray,,,59,916849327,http://www.educa.madrid.org/cp.daoizyvelarde.getafe,916848845,4463542.0,443485.0,CALLE,DAOIZ Y VELARDE,,cp.daoizyvelarde.getafe@educa.madrid.org,1,1,44,14,2,
Guanabacoa,,,4,914914352,http://www.educa.madrid.org/eei.santamadremaravillas.getafe,,4463712.0,437132.0,CALLE,SANTA MADRE MARAVILLAS,,eei.santamadremaravillas.getafe@educa.madrid.org,1,1,44,3,2,
de Mafalda,,,2,916810212,http://www.educa.madrid.org/ies.lasenda.getafe,916823884,4460698.0,436475.0,SENDA,LA SENDA,,ies.lasenda.getafe@educa.madrid.org,1,1,44,42,2,
de Magallanes,646770944,646770944,s/n,916812701,http://www.educa.madrid.org/cp.emperadorcarlosv.getafe,916831100,4463138.0,437982.0,CALLE,EMPERADOR CARLOS V,,cp.emperadorcarlosv.getafe@educa.madrid.org,1,1,44,14,2,
de las Ciudades,916821594,,s/n,916821511,http://www.educa.madrid.org/ies.menendezpelayo.getafe,916817291,4463429.0,438564.0,AVDA,MENENDEZ PELAYO,,ies.menendezpelayo.getafe@educa.madrid.org,1,1,44,42,2,
de Maritornes c/v Insula Malindrania,,,,910517794,http://www.educa.madrid.org/cp.migueldecervantes.getafe,910517842,4463059.0,439934.0,CALLE,MIGUEL DE CERVANTES,,cp.migueldecervantes.getafe@educa.madrid.org,1,1,44,70,2,
Vereda del Camuerzo,912761397,,,606728808,http://www.educa.madrid.org/cpee.ramonycajal.getafe,,4461255.0,436911.0,AVDA,SANTIAGO RAMON Y CAJAL,,cpee.ramonycajal.getafe@educa.madrid.org,1,1,44,20,2,
Camerún,,,s/n,913912043,http://www.educa.madrid.org/cp.elbercial.getafe,917031867,4464317.0,437872.0,CALLE,EL BERCIAL,,cp.elbercial.getafe@educa.madrid.org,1,1,44,14,2,
Avda. de Méjico,,,1,918868631,http://www.educa.madrid.org/ies.elisasorianofischer.getafe,,4463603.0,436905.0,AVDA,ELISA SORIANO FISCHER,,ies.elisasorianofischer.getafe@educa.madrid.org,1,1,44,42,2,
Niceto Alcalá Zamora c/v José Prat,681179487,,,913912040,http://www.educa.madrid.org/cp.mariablanchard.getafe,,4460832.0,435686.0,CALLE,MARIA BLANCHARD,,cp.mariablanchard.getafe@educa.madrid.org,1,1,44,14,2,
de las Arcas del Agua (Sector 3),,,2,916838160,http://www.educa.madrid.org/cf.tecnologias-informacionycomunicaciones,916838562,4460633.0,436637.0,AVDA,CENTRO DE FORMACION EN TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES MADRID SUR,,cf.tecnologias-informacionycomunicaciones@educa.madrid.org,1,1,44,304,2,
Montserrat Caballé,916832146,,2,916832149,http://www.educa.madrid.org/eoep.getafe,916828209,4463377.0,438558.0,CALLE,EQUIPO GENERAL GETAFE,,eoep.getafe@educa.madrid.org,1,1,44,206,2,
Montserrat Caballé,,,2,916832147,http://www.educa.madrid.org/eoep.at.getafe,916828209,4463377.0,438558.0,CALLE,EQUIPO ATENCION TEMPRANA GETAFE,,eoep.at.getafe@educa.madrid.org,1,1,44,205,2,
de los Angeles,,,57,,,,4462377.0,439147.0,AVDA,GETAFE,,,1,1,44,38,2,
de las Ciudades,,,37,916826195,http://www.educa.madrid.org/em.maestrogombau.getafe,916839846,4462690.0,439543.0,AVDA,MAESTRO GOMBAU,,em.maestrogombau.getafe@educa.madrid.org,1,2,44,185,2,
de España,699839571,,66,916825253,http://www.educa.madrid.org/cn.colorines.getafe,916825253,4463105.0,439035.0,AVDA,COLORINES,,cn.colorines.getafe@educa.madrid.org,1,2,44,6,2,
de Juan Carlos I,699839571,,26,912027978,http://www.educa.madrid.org/cn.elduende.getafe,,4459884.0,436330.0,AVDA,EL DUENDE,,cn.elduende.getafe@educa.madrid.org,1,2,44,6,2,
de los Ángeles,699839571,,26,916019432,http://www.educa.madrid.org/cn.acuarela.getafe,916019432,4462336.0,438972.0,AVDA,ACUARELA,,cn.acuarela.getafe@educa.madrid.org,1,2,44,6,2,
Niceto Alcalá Zamora,,,s/n,916834716,http://www.educa.madrid.org/eei.arcoiris.getafe,,4460971.0,435706.0,AVDA,ARCOIRIS,,eei.arcoiris.getafe@educa.madrid.org,1,2,44,3,2,
Murillo,,,s/n,912027975,http://www.educa.madrid.org/eei.elprado.getafe,,4461581.0,437359.0,CALLE,EL PRADO,,eei.elprado.getafe@educa.madrid.org,1,9,44,3,2,
de los Ángeles,,,24,912027973,http://www.educa.madrid.org/eei.casadelosninos.getafe,,4462332.0,438797.0,AVDA,CASA DE LOS NIÑOS,,eei.casadelosninos.getafe@educa.madrid.org,1,9,44,3,2,
de las Arcas del Agua,,,11,912027974,http://www.educa.madrid.org/eei.mafalda.getafe,,4460305.0,436500.0,AVDA,MAFALDA,,eei.mafalda.getafe@educa.madrid.org,1,9,44,3,2,
"MADRID, 126-128",,,,916249500,,916249758,,,,UNIVERSIDAD CARLOS III,,,1,10,44,401,2,
Obispo Felipe Scio Riaza,,,1,916951900,http://www.escolapiosdegetafe.es,916951904,4462088.0,437822.0,PLAZA,LA INMACULADA-PADRES ESCOLAPIOS,,cc.lainmaculada.getafe@educa.madrid.org,2,19,44,72,2,
Velasco,,,2,916953969,www.getafe.fesd.es,,4462195.0,437914.0,CALLE,SAN JOSE,,cc.sanjose.getafe@educa.madrid.org,2,35,44,72,2,
Tarragona,,,3,916830742,http://www.educa.madrid.org/cc.liceojuancierva.getafe,916830742,4462559.0,438656.0,CALLE,LICEO JUAN DE LA CIERVA I,,cc.liceojuancierva.getafe@educa.madrid.org,2,45,44,15,2,
Cuenca,,,2,918656344,http://www.educa.madrid.org/cc.mengual.getafe,916827912,4462212.0,438240.0,CALLE,MENGUAL,,cc.mengual.getafe@educa.madrid.org,2,46,44,15,2,
de Dolores Valle,,,1,916847051,http://www.educa.madrid.org/cc.santateresa.getafe,916847552,4464296.0,443798.0,CALLE,SANTA TERESA,,cc.santateresa.getafe@educa.madrid.org,2,47,44,72,2,
del Hospital de San José,,,28,916950321,http://www.colegiojesusnazareno.es,916962414,4461929.0,438102.0,CALLE,JESUS NAZARENO,,cc.jesusnazareno.getafe@educa.madrid.org,2,48,44,72,2,
de los Depósitos,916956615,,2,916955320,http://www.educa.madrid.org/cc.sansebastian.getafe,,4462711.0,438287.0,TRVA,SAN SEBASTIAN,,cc.sansebastian.getafe@educa.madrid.org,2,49,44,15,2,
Pablo Iglesias,679531999,,5,916950519,http://www.divinapastoragetafe.es,,4462327.0,437718.0,PASEO,DIVINA PASTORA,,cc.divinapastora.getafe@educa.madrid.org,2,50,44,72,2,
de la Paloma,916818011,,5,916951369,http://www.educa.madrid.org/cc.inglan.getafe,916818061,4462306.0,437944.0,CALLE,INGLAN,,cc.inglan.getafe@educa.madrid.org,2,278,44,58,2,
de Juan Carlos I,,,12,916839889,,,4460903.0,436115.0,AVDA,COLEGIO EUROPEO ARISTOS,,secretaria@colegioaristos.com,3,278,44,72,2,
de Tiselius,,,5,916960843,http://www.colegiolosangeles.net,916010029,4458536.0,436739.0,PASEO,LOS ANGELES,,cc.losangeles.getafe@educa.madrid.org,2,281,44,72,2,
de Toledo,657182413,,"k16,4",916815511,http://www.apanid.es,916815561,4462822.0,437151.0,CTRA,NUESTRA SEÑORA DE LA ESPERANZA,,cc.nsdelaesperanza.getafe@educa.madrid.org,2,282,44,21,2,
de las Arcos del Agua,,,3,913553755,http://www.fundacionaucavi.org,911309723,4460727.0,436760.0,AVDA,AUCAVI SUR,,cc.aucavisur.getafe@educa.madrid.org,2,391,44,21,2,
Fuenlabrada,653525204,654219131,30,916823122,http://www.micoleceden.com,,4461637.0,437610.0,CALLE,MI COLE-CEDEN,,micole.ceden@gmail.com,3,568,44,8,2,
Jiménez Díaz,686737164,,7,916818580,www.escuelaelparque.com,0,4462990.0,438720.0,PLAZA,EL PARQUE,,nlobeto@hotmail.es,3,569,44,8,2,
Pasión,608099996,619967413,6,916824804,http://www.eimaria.es,916824804,4461724.0,438093.0,CALLE,MARIA,,escuela_infantil_maria@eimaria.es,3,577,44,8,2,
Islas Canarias,910820935,,137,600271883,,,4459913.0,435621.0,CALLE,PELONCHINES,,escuelainfantilpelonchines@gmail.com,3,748,44,8,2,
Almagro,659993573,916824409,13bis,916824409,http://escuelainfantilcasal.blogspot.com.es/,916843974,4462134.0,437377.0,CALLE,CASAL,916824409,escuelainfantilcasal@gmail.com,3,759,44,8,2,
Fénix,916826208,,s/n,,,,4460028.0,436420.0,CALLE,HEIDI GARABATOS,,,3,795,44,8,2,
Pinto,,,15,916953255,,,4461584.0,438080.0,CALLE,HEIDI GARABATOS II,,heidigarabatos@hotmail.com,3,795,44,8,2,
de la Libertad,637529499,,6,916019678,http://www.escuelainfantilbebines.es,,4460808.0,437163.0,AVDA,BEBINES,,bebines@gmail.com,3,894,44,8,2,
Pasión,635718453,,26,919212599,http://www.escuelainfantilnacer.es,,4461698.0,438202.0,CALLE,NACER CENTRO,,escuela.infantil.nacer@gmail.com,3,913,44,8,2,
de Santiago Casares Quiroga,635718453,,3,919212604,http://www.escuelainfantilnacer.es,,4461491.0,436128.0,PASEO,NACER BUENAVISTA,,ei.nacer.buenavista@gmail.com,3,913,44,8,2,
de las Carretas,655242140,636221610,5,916011682,http://WWW.CEIDENENES.COM,916011682,4461832.0,437857.0,PLAZA,DENENES,,info@ceidenenes.com,3,922,44,8,2,
de las Terradas,,,1,670841707,,,4462914.0,437780.0,CALLE,MARLO,,info@marloescuelainfantil.com,3,926,44,8,2,
San Vicente,675496555,,19,916819087,www.escuelainfantilsaposapito.es,,4462253.0,438306.0,CALLE,SAPO SAPITO,,e.infantilheidi@hotmail.com,3,1075,44,8,2,
Rosa Regás,616808312,625159854,7-9,914912047,,,4463690.0,437450.0,AVDA,BABY LUNA,,patricia@escuelababyluna.com,3,1150,44,8,2,
del Greco,,,6,916002080,,,4461455.0,437404.0,CALLE,EL GRECO,,info@escuelainfantilelgreco.es,3,1218,44,8,2,
del Alcalde Ángel Arroyo,,,10,916826633,http://eiwonderland.es,916823255,4463118.0,437531.0,CALLE,EL PAIS DE LAS MARAVILLAS,,info@eiwonderland.es,3,1243,44,8,2,
del Ingenioso Hidalgo,660115469,630851855,5,911732438,,,4463234.0,440057.0,AVDA,HEIDI GARABATOS LOS MOLINOS,,pegotitosgetafe@gmail.com,3,1289,44,8,2,
"Empr. Carpetania 2ª fase, subparcela 2",662968877,,,914433340,,917080207,4460685.0,439679.0,PQUE,AIRBUS GETAFE,,planetaazul@kidsco.es,3,1326,44,8,2,
de las Ciudades,647992948,,10,911833122,http://www.campusfp.es,916840179,4463301.0,438519.0,AVDA,CAMPUS FP GETAFE ESCUELA SOCIOSANITARIA Y TECNOLOGIAS DE LA COMUNICACION,,secretaria.getafe@campusfp.es,3,1337,44,45,2,
de Federico Melchor,,,4,912493509,,,4461531.0,435889.0,PASEO,LULA,,lulaescuelainfantil@gmail.com,3,1376,44,8,2,
de Manuel Azaña,917526089,,8,697141424,,,4461391.0,436011.0,AVDA,NEMOMARLIN GETAFE,,getafe@escuelanemomarlin.com,3,1381,44,8,2,
de María Lejárraga,,,4,606820121,,,4461176.0,436100.0,PASEO,PINCELES Y ACUARELAS,,marta@pincelesyacuarelas.es,3,1401,44,8,2,
de la Albanega,619244403,,2,622417410,www.escuelainfantillalines.es,,4463166.0,440080.0,CALLE,LALINES,,info@lalines.es,3,1486,44,8,2,
Salvador Allende,620254936,,4,913857695,www.escuelalacasitadenoa.es,,4463401.0,437173.0,AVDA,LA CASITA DE NOA,,eilacasitadenoa@gmail.com,3,1487,44,8,2,
de Juan Carlos I,917655081,,34,910553711,www.fplidersystem.es,,4459773.0,436596.0,AVDA,LIDER SYSTEM FP GETAFE III,,secretaria@fplidersystem.es,3,1502,44,58,2,
Oriente,,,13,,,,4461709.0,437855.0,CALLE,LIDER SYSTEM FP ORIENTE,,,3,1502,44,58,2,
de Manuel Azaña,674119585,,4,698765937,www.kakalitareggio.com,,4461531.0,436231.0,AVDA,KAKELITA REGGIO,,info@kakelitareggio.com,3,1522,44,8,2,
Fuente de la Salud,,,32,918140050,http://www.educa.madrid.org/cp.garcilaso.grinon,,4451955.0,427458.0,CALLE,GARCILASO DE LA VEGA,,cp.garcilaso.grinon@educa.madrid.org,1,1,45,14,2,
Alba,918103520,,3,918141768,http://www.educa.madrid.org/ies.grinon.grinon,918103065,4451937.0,428019.0,PLAZA,GRIÑON,,ies.grinon.grinon@educa.madrid.org,1,1,45,42,2,
de la Ermita,,,3,911046082,http://www.educa.madrid.org/zcn.grinon,,4452158.0,427499.0,CALLE,"SUR-2, GRIÑON",,zcn.grinon@educa.madrid.org,1,1,45,5,2,
del Plantío,,,,918140186,http://www.educa.madrid.org/em.grinon,,4451940.0,427197.0,CLLON,GRIÑON,,em.grinon@educa.madrid.org,1,2,45,185,2,
de la Ermita,,,3,911046082,http://www.educa.madrid.org/cn.grinon,,4452158.0,427499.0,CALLE,GRIÑON,,cn.grinon@educa.madrid.org,1,2,45,6,2,
Cuesta de Cazadores,685813847,,s/n,918103254,http://www.educa.madrid.org/eei.lasgolondrinas.grinon,,4451580.0,428134.0,CALLE,LAS GOLONDRINAS,,eei.lasgolondrinas.grinon@educa.madrid.org,1,2,45,3,2,
Levante,620660841,,1,918140085,http://www.educa.madrid.org/cc.lasalle.grinon,,4451648.0,427182.0,CALLE,LA SALLE,,cc.lasalle.grinon@educa.madrid.org,2,51,45,72,2,
de la Paz,918140505,,s/n,918140504,http://www.colegiovilladegrinon.com,,4452496.0,427828.0,AVDA,VILLA DE GRIÑON,,secretaria@colegiovilladegrinon.com,3,606,45,72,2,
de Portugal,619806513,,32,,http://www.eicachorritos.es,,4451118.0,427187.0,AVDA,CACHORRITOS,,martacs@hotmail.com,3,1156,45,8,2,
Prado Panetes,,,36,918470256,http://www.educa.madrid.org/cp.alejandrorubio.guadalix,918470773,4514738.0,441354.0,CALLE,ALEJANDRO RUBIO,,cp.alejandrorubio.guadalix@educa.madrid.org,1,1,46,14,1,
de Chozas,,,s/n,918470636,http://www.educa.madrid.org/ies.luisgarciaberlanga.guadalix,,4514810.0,441266.0,CMNO,LUIS GARCIA BERLANGA,,ies.luisgarciaberlanga.guadalix@educa.madrid.org,1,1,46,42,1,
Eras de Abajo,918470135,,1,918471457,http://www.educa.madrid.org/cn.guadalix,918470135,4515061.0,441252.0,CALLE,GUADALIX DE LA SIERRA,,cn.guadalix@educa.madrid.org,1,2,46,6,1,
Alejandro Rubio,,,21,918470006,http://www.educa.madrid.org/em.guadalix,918471045,4515080.0,441267.0,AVDA,GUADALIX DE LA SIERRA,,em.guadalix@educa.madrid.org,1,2,46,187,1,
del Manzanares,,,13,918472867,http://www.educa.madrid.org/eei.riodealisos.guadalix,918472867,4515430.0,440273.0,CALLE,RIO ALISOS,,eei.riodealisos.guadalix@educa.madrid.org,1,2,46,6,1,
Eras de Arriba,646845232,,11,918475866,,,4515180.0,440844.0,CALLE,TRASGOS,,eitrasgos@gmail.com,3,652,46,8,1,
de los Dos Escoriales,677490724,,11,918541017,http://www.educa.madrid.org/cp.villadeguadarrama.guadarrama,918540301,4502203.0,407945.0,CALLE,VILLA DE GUADARRAMA,,cp.villadeguadarrama.guadarrama@educa.madrid.org,1,1,47,14,4,
del Escorial,,,s/n,918542212,http://www.educa.madrid.org/ies.guadarrama,918547122,4502165.0,408024.0,CTRA,DE GUADARRAMA,,ies.guadarrama@educa.madrid.org,1,1,47,42,4,
de los Dos Escoriales,,,3,918548694,http://www.educa.madrid.org/zcn.guadarrama,,4502557.0,408106.0,CALLE,"OESTE-3, GUADARRAMA",,zcn.guadarrama@educa.madrid.org,1,1,47,5,4,
